IdArticu;IdFamilia;Familia
000012;4;DIETETICA
000022;4;DIETETICA
000033;13;ORTOPEDIA / BOTIQUIN
000036;4;DIETETICA
000037;4;DIETETICA
000043;4;DIETETICA
000054;4;DIETETICA
000056;4;DIETETICA
000057;4;DIETETICA
000060;26;DERMO CORPORAL
000078;4;DIETETICA
000084;4;DIETETICA
000086;11;LABORATORIO
000087;4;DIETETICA
000088;4;DIETETICA
000091;4;DIETETICA
000094;4;DIETETICA
000097;4;DIETETICA
000099;4;DIETETICA
000100;4;DIETETICA
000101;26;DERMO CORPORAL
000107;30;COLONIAS
000110;12;OPTICA
000112;4;DIETETICA
000113;4;DIETETICA
000115;4;DIETETICA
000120;4;DIETETICA
000122;4;DIETETICA
000137;4;DIETETICA
000138;4;DIETETICA
000148;4;DIETETICA
000149;4;DIETETICA
000152;4;DIETETICA
000153;4;DIETETICA
000165;4;DIETETICA
000167;4;DIETETICA
000170;4;DIETETICA
000171;4;DIETETICA
000185;4;DIETETICA
000189;13;ORTOPEDIA / BOTIQUIN
000190;4;DIETETICA
000192;15;HIGIENE BUCAL
000199;4;DIETETICA
000203;4;DIETETICA
000204;4;DIETETICA
000208;11;LABORATORIO
000209;11;LABORATORIO
000213;4;DIETETICA
000215;4;DIETETICA
000226;4;DIETETICA
000229;4;DIETETICA
000230;13;ORTOPEDIA / BOTIQUIN
000235;4;DIETETICA
000236;4;DIETETICA
000237;4;DIETETICA
000242;4;DIETETICA
000244;4;DIETETICA
000245;4;DIETETICA
000247;4;DIETETICA
000249;26;DERMO CORPORAL
000253;4;DIETETICA
000260;4;DIETETICA
000261;4;DIETETICA
000263;4;DIETETICA
000264;4;DIETETICA
000267;4;DIETETICA
000282;4;DIETETICA
000283;26;DERMO CORPORAL
000287;4;DIETETICA
000289;26;DERMO CORPORAL
000295;4;DIETETICA
000296;26;DERMO CORPORAL
000299;4;DIETETICA
000300;5;PARAFARMACIA OTROS
000304;4;DIETETICA
000305;4;DIETETICA
000320;4;DIETETICA
000324;4;DIETETICA
000329;4;DIETETICA
000337;4;DIETETICA
000349;4;DIETETICA
000350;4;DIETETICA
000352;4;DIETETICA
000357;4;DIETETICA
000365;4;DIETETICA
000377;19;DIETOTERAPICOS CUPON
000378;4;DIETETICA
000382;4;DIETETICA
000383;4;DIETETICA
000386;4;DIETETICA
000388;4;DIETETICA
000389;4;DIETETICA
000397;4;DIETETICA
000403;4;DIETETICA
000409;4;DIETETICA
000410;4;DIETETICA
000416;4;DIETETICA
000418;4;DIETETICA
000423;4;DIETETICA
000431;4;DIETETICA
000438;4;DIETETICA
000441;4;DIETETICA
000442;4;DIETETICA
000449;4;DIETETICA
000460;4;DIETETICA
000473;4;DIETETICA
000474;4;DIETETICA
000475;4;DIETETICA
000476;4;DIETETICA
000478;4;DIETETICA
000481;4;DIETETICA
000484;4;DIETETICA
000498;25;HIGIENE DEL CABELLO
000499;4;DIETETICA
000500;4;DIETETICA
000502;4;DIETETICA
000504;4;DIETETICA
000508;26;DERMO CORPORAL
000516;4;DIETETICA
000518;4;DIETETICA
000525;4;DIETETICA
000526;4;DIETETICA
000528;4;DIETETICA
000530;4;DIETETICA
000539;4;DIETETICA
000541;4;DIETETICA
000542;4;DIETETICA
000544;3;DERMO FACIAL
000547;4;DIETETICA
000549;4;DIETETICA
000552;4;DIETETICA
000562;4;DIETETICA
000563;4;DIETETICA
000567;4;DIETETICA
000568;29;SOLARES
000569;4;DIETETICA
000570;29;SOLARES
000572;29;SOLARES
000575;29;SOLARES
000576;4;DIETETICA
000582;4;DIETETICA
000584;4;DIETETICA
000590;4;DIETETICA
000591;4;DIETETICA
000596;4;DIETETICA
000597;13;ORTOPEDIA / BOTIQUIN
000600;4;DIETETICA
000604;4;DIETETICA
000607;4;DIETETICA
000608;4;DIETETICA
000609;26;DERMO CORPORAL
000610;4;DIETETICA
000611;4;DIETETICA
000612;4;DIETETICA
000615;26;DERMO CORPORAL
000617;26;DERMO CORPORAL
000627;4;DIETETICA
000630;4;DIETETICA
000633;9;VETERINARIA
000635;4;DIETETICA
000637;26;DERMO CORPORAL
000638;4;DIETETICA
000644;4;DIETETICA
000646;4;DIETETICA
000648;3;DERMO FACIAL
000649;4;DIETETICA
000650;4;DIETETICA
000652;31;MUNDO INFANTIL
000671;4;DIETETICA
000674;4;DIETETICA
000675;4;DIETETICA
000678;4;DIETETICA
000683;4;DIETETICA
000685;4;DIETETICA
000688;4;DIETETICA
000689;4;DIETETICA
000696;4;DIETETICA
000698;4;DIETETICA
000731;4;DIETETICA
000733;4;DIETETICA
000734;4;DIETETICA
000735;4;DIETETICA
000758;4;DIETETICA
000781;4;DIETETICA
000785;4;DIETETICA
000798;4;DIETETICA
000799;4;DIETETICA
000801;4;DIETETICA
000808;4;DIETETICA
000815;31;MUNDO INFANTIL
000821;4;DIETETICA
000822;4;DIETETICA
000827;26;DERMO CORPORAL
000831;4;DIETETICA
000836;4;DIETETICA
000845;4;DIETETICA
000853;9;VETERINARIA
000861;4;DIETETICA
000866;4;DIETETICA
000871;31;MUNDO INFANTIL
000875;4;DIETETICA
000884;4;DIETETICA
000889;5;PARAFARMACIA OTROS
000898;5;PARAFARMACIA OTROS
000899;3;DERMO FACIAL
000901;4;DIETETICA
000908;4;DIETETICA
000911;4;DIETETICA
000913;4;DIETETICA
000914;4;DIETETICA
000915;4;DIETETICA
000917;4;DIETETICA
000918;4;DIETETICA
000920;10;HOMEOPATIA
000926;4;DIETETICA
000929;32;EFECT. ACCES. CUPO
000930;4;DIETETICA
000931;17;DIETETICA INFANTIL
000932;4;DIETETICA
000943;4;DIETETICA
000945;4;DIETETICA
000946;4;DIETETICA
000949;4;DIETETICA
000950;25;HIGIENE DEL CABELLO
000951;4;DIETETICA
000952;4;DIETETICA
000953;4;DIETETICA
000959;4;DIETETICA
000961;26;DERMO CORPORAL
000962;4;DIETETICA
000974;31;MUNDO INFANTIL
000980;4;DIETETICA
000984;4;DIETETICA
000997;25;HIGIENE DEL CABELLO
000998;5;PARAFARMACIA OTROS
001000;4;DIETETICA
001010;4;DIETETICA
001013;4;DIETETICA
001014;4;DIETETICA
001028;4;DIETETICA
001033;4;DIETETICA
001036;4;DIETETICA
001037;17;DIETETICA INFANTIL
001038;13;ORTOPEDIA / BOTIQUIN
001047;3;DERMO FACIAL
001048;3;DERMO FACIAL
001049;3;DERMO FACIAL
001050;3;DERMO FACIAL
001051;3;DERMO FACIAL
001054;3;DERMO FACIAL
001062;25;HIGIENE DEL CABELLO
001063;4;DIETETICA
001065;4;DIETETICA
001067;4;DIETETICA
001068;4;DIETETICA
001074;12;OPTICA
001076;4;DIETETICA
001077;4;DIETETICA
001078;4;DIETETICA
001081;4;DIETETICA
001086;4;DIETETICA
001087;13;ORTOPEDIA / BOTIQUIN
001090;4;DIETETICA
001091;4;DIETETICA
001092;4;DIETETICA
001099;4;DIETETICA
001100;4;DIETETICA
001103;4;DIETETICA
001105;4;DIETETICA
001108;4;DIETETICA
001109;4;DIETETICA
001112;4;DIETETICA
001119;4;DIETETICA
001124;13;ORTOPEDIA / BOTIQUIN
001125;13;ORTOPEDIA / BOTIQUIN
001134;13;ORTOPEDIA / BOTIQUIN
001137;29;SOLARES
001139;4;DIETETICA
001140;4;DIETETICA
001141;4;DIETETICA
001146;32;EFECT. ACCES. CUPO
001149;26;DERMO CORPORAL
001151;4;DIETETICA
001158;4;DIETETICA
001176;13;ORTOPEDIA / BOTIQUIN
001177;4;DIETETICA
001182;4;DIETETICA
001187;26;DERMO CORPORAL
001197;26;DERMO CORPORAL
001199;13;ORTOPEDIA / BOTIQUIN
001200;4;DIETETICA
001201;4;DIETETICA
001204;4;DIETETICA
001206;4;DIETETICA
001211;26;DERMO CORPORAL
001217;4;DIETETICA
001220;31;MUNDO INFANTIL
001232;4;DIETETICA
001233;4;DIETETICA
001234;4;DIETETICA
001247;30;COLONIAS
001250;3;DERMO FACIAL
001251;4;DIETETICA
001253;4;DIETETICA
001256;4;DIETETICA
001264;4;DIETETICA
001265;4;DIETETICA
001266;3;DERMO FACIAL
001267;4;DIETETICA
001268;3;DERMO FACIAL
001274;4;DIETETICA
001276;16;NUEVO PARAFARMACIA
001277;4;DIETETICA
001278;4;DIETETICA
001283;13;ORTOPEDIA / BOTIQUIN
001289;16;NUEVO PARAFARMACIA
001301;13;ORTOPEDIA / BOTIQUIN
001305;13;ORTOPEDIA / BOTIQUIN
001307;13;ORTOPEDIA / BOTIQUIN
001310;4;DIETETICA
001336;4;DIETETICA
001340;4;DIETETICA
001358;4;DIETETICA
001359;4;DIETETICA
001375;4;DIETETICA
001380;4;DIETETICA
001382;4;DIETETICA
001387;4;DIETETICA
001389;5;PARAFARMACIA OTROS
001390;4;DIETETICA
001403;4;DIETETICA
001429;4;DIETETICA
001435;4;DIETETICA
001441;4;DIETETICA
001447;4;DIETETICA
001449;4;DIETETICA
001453;4;DIETETICA
001454;4;DIETETICA
001456;10;HOMEOPATIA
001458;4;DIETETICA
001460;4;DIETETICA
001463;4;DIETETICA
001468;6;VARIOS FARMA
001470;6;VARIOS FARMA
001474;6;VARIOS FARMA
001476;6;VARIOS FARMA
001478;4;DIETETICA
001479;4;DIETETICA
001482;5;PARAFARMACIA OTROS
001485;25;HIGIENE DEL CABELLO
001488;4;DIETETICA
001492;3;DERMO FACIAL
001499;3;DERMO FACIAL
001505;4;DIETETICA
001509;4;DIETETICA
001511;4;DIETETICA
001512;26;DERMO CORPORAL
001513;26;DERMO CORPORAL
001514;4;DIETETICA
001519;4;DIETETICA
001520;4;DIETETICA
001521;4;DIETETICA
001526;4;DIETETICA
001527;4;DIETETICA
001528;26;DERMO CORPORAL
001529;5;PARAFARMACIA OTROS
001536;4;DIETETICA
001537;13;ORTOPEDIA / BOTIQUIN
001543;3;DERMO FACIAL
001545;26;DERMO CORPORAL
001546;4;DIETETICA
001547;13;ORTOPEDIA / BOTIQUIN
001548;4;DIETETICA
001549;13;ORTOPEDIA / BOTIQUIN
001550;13;ORTOPEDIA / BOTIQUIN
001554;9;VETERINARIA
001557;4;DIETETICA
001559;4;DIETETICA
001563;4;DIETETICA
001564;5;PARAFARMACIA OTROS
001565;5;PARAFARMACIA OTROS
001569;5;PARAFARMACIA OTROS
001572;4;DIETETICA
001573;4;DIETETICA
001574;4;DIETETICA
001575;4;DIETETICA
001576;31;MUNDO INFANTIL
001577;31;MUNDO INFANTIL
001578;31;MUNDO INFANTIL
001579;4;DIETETICA
001582;4;DIETETICA
001583;4;DIETETICA
001585;4;DIETETICA
001587;25;HIGIENE DEL CABELLO
001588;4;DIETETICA
001591;4;DIETETICA
001593;4;DIETETICA
001594;16;NUEVO PARAFARMACIA
001595;4;DIETETICA
001596;4;DIETETICA
001597;16;NUEVO PARAFARMACIA
001599;4;DIETETICA
001600;13;ORTOPEDIA / BOTIQUIN
001601;4;DIETETICA
001602;4;DIETETICA
001604;4;DIETETICA
001607;4;DIETETICA
001608;10;HOMEOPATIA
001609;4;DIETETICA
001610;4;DIETETICA
001611;4;DIETETICA
001612;4;DIETETICA
001614;4;DIETETICA
001615;4;DIETETICA
001616;4;DIETETICA
001620;4;DIETETICA
001622;4;DIETETICA
001625;4;DIETETICA
001626;10;HOMEOPATIA
001627;13;ORTOPEDIA / BOTIQUIN
001629;13;ORTOPEDIA / BOTIQUIN
001630;13;ORTOPEDIA / BOTIQUIN
001631;4;DIETETICA
001632;13;ORTOPEDIA / BOTIQUIN
001636;13;ORTOPEDIA / BOTIQUIN
001637;13;ORTOPEDIA / BOTIQUIN
001638;13;ORTOPEDIA / BOTIQUIN
001642;13;ORTOPEDIA / BOTIQUIN
001643;4;DIETETICA
001646;4;DIETETICA
001648;16;NUEVO PARAFARMACIA
001649;13;ORTOPEDIA / BOTIQUIN
001650;4;DIETETICA
001651;4;DIETETICA
001653;16;NUEVO PARAFARMACIA
001654;4;DIETETICA
001655;13;ORTOPEDIA / BOTIQUIN
001656;3;DERMO FACIAL
001657;15;HIGIENE BUCAL
001658;4;DIETETICA
001659;4;DIETETICA
001660;4;DIETETICA
001661;4;DIETETICA
001662;13;ORTOPEDIA / BOTIQUIN
001663;13;ORTOPEDIA / BOTIQUIN
001664;4;DIETETICA
001665;4;DIETETICA
001666;4;DIETETICA
001667;13;ORTOPEDIA / BOTIQUIN
001668;4;DIETETICA
001670;4;DIETETICA
001671;4;DIETETICA
001672;4;DIETETICA
001673;4;DIETETICA
001674;13;ORTOPEDIA / BOTIQUIN
001675;4;DIETETICA
001676;2;ESPECIALIDADES
001677;31;MUNDO INFANTIL
001678;15;HIGIENE BUCAL
001679;31;MUNDO INFANTIL
001680;4;DIETETICA
001681;4;DIETETICA
001682;4;DIETETICA
001683;13;ORTOPEDIA / BOTIQUIN
001684;4;DIETETICA
001685;4;DIETETICA
001686;26;DERMO CORPORAL
001687;4;DIETETICA
001688;4;DIETETICA
001689;4;DIETETICA
001690;13;ORTOPEDIA / BOTIQUIN
001691;4;DIETETICA
001694;4;DIETETICA
001695;4;DIETETICA
001696;26;DERMO CORPORAL
001697;5;PARAFARMACIA OTROS
001698;4;DIETETICA
001699;13;ORTOPEDIA / BOTIQUIN
001700;4;DIETETICA
001701;26;DERMO CORPORAL
001702;4;DIETETICA
001703;5;PARAFARMACIA OTROS
001705;4;DIETETICA
001706;4;DIETETICA
001707;4;DIETETICA
001708;4;DIETETICA
001709;9;VETERINARIA
001710;26;DERMO CORPORAL
001711;4;DIETETICA
001712;13;ORTOPEDIA / BOTIQUIN
001713;4;DIETETICA
001714;15;HIGIENE BUCAL
001715;10;HOMEOPATIA
001717;9;VETERINARIA
001718;3;DERMO FACIAL
001720;4;DIETETICA
001723;3;DERMO FACIAL
001725;4;DIETETICA
001726;4;DIETETICA
001727;4;DIETETICA
001728;4;DIETETICA
001729;4;DIETETICA
001733;4;DIETETICA
001734;4;DIETETICA
001735;13;ORTOPEDIA / BOTIQUIN
001736;4;DIETETICA
001737;4;DIETETICA
001738;4;DIETETICA
001739;25;HIGIENE DEL CABELLO
001741;4;DIETETICA
001742;4;DIETETICA
001743;4;DIETETICA
001744;4;DIETETICA
001745;4;DIETETICA
001746;4;DIETETICA
001748;13;ORTOPEDIA / BOTIQUIN
001749;13;ORTOPEDIA / BOTIQUIN
001750;13;ORTOPEDIA / BOTIQUIN
001751;13;ORTOPEDIA / BOTIQUIN
001754;25;HIGIENE DEL CABELLO
001755;13;ORTOPEDIA / BOTIQUIN
001756;4;DIETETICA
001757;13;ORTOPEDIA / BOTIQUIN
001760;4;DIETETICA
001766;4;DIETETICA
001768;4;DIETETICA
001770;4;DIETETICA
001771;4;DIETETICA
001773;4;DIETETICA
001777;4;DIETETICA
001778;9;VETERINARIA
001779;15;HIGIENE BUCAL
001780;4;DIETETICA
001781;3;DERMO FACIAL
001782;13;ORTOPEDIA / BOTIQUIN
001783;4;DIETETICA
001784;13;ORTOPEDIA / BOTIQUIN
001785;3;DERMO FACIAL
001789;4;DIETETICA
001791;26;DERMO CORPORAL
001792;26;DERMO CORPORAL
001793;26;DERMO CORPORAL
001794;4;DIETETICA
001797;4;DIETETICA
001799;28;SALUD SEXUAL
001800;16;NUEVO PARAFARMACIA
001801;15;HIGIENE BUCAL
001804;4;DIETETICA
001805;4;DIETETICA
001806;4;DIETETICA
001809;4;DIETETICA
001811;4;DIETETICA
001812;4;DIETETICA
001813;4;DIETETICA
001814;4;DIETETICA
001815;4;DIETETICA
001817;4;DIETETICA
001819;4;DIETETICA
001820;4;DIETETICA
001827;4;DIETETICA
001841;4;DIETETICA
001860;4;DIETETICA
001879;4;DIETETICA
001888;4;DIETETICA
001893;4;DIETETICA
001895;31;MUNDO INFANTIL
001898;4;DIETETICA
001899;4;DIETETICA
001908;4;DIETETICA
001923;26;DERMO CORPORAL
001925;4;DIETETICA
001940;4;DIETETICA
001956;4;DIETETICA
001967;4;DIETETICA
001968;4;DIETETICA
001978;16;NUEVO PARAFARMACIA
002089;4;DIETETICA
002359;13;ORTOPEDIA / BOTIQUIN
002364;5;PARAFARMACIA OTROS
002368;10;HOMEOPATIA
002369;13;ORTOPEDIA / BOTIQUIN
002374;4;DIETETICA
002387;6;VARIOS FARMA
002388;6;VARIOS FARMA
002389;6;VARIOS FARMA
002398;4;DIETETICA
002470;26;DERMO CORPORAL
002487;12;OPTICA
002488;12;OPTICA
002490;12;OPTICA
002491;12;OPTICA
002492;12;OPTICA
002493;12;OPTICA
002494;12;OPTICA
002495;12;OPTICA
002496;12;OPTICA
002497;12;OPTICA
002499;12;OPTICA
002500;12;OPTICA
002501;12;OPTICA
002502;12;OPTICA
002536;12;OPTICA
002537;12;OPTICA
002538;12;OPTICA
002539;12;OPTICA
002540;12;OPTICA
002541;12;OPTICA
002560;12;OPTICA
002561;12;OPTICA
002562;12;OPTICA
002564;4;DIETETICA
002598;4;DIETETICA
002599;12;OPTICA
002638;4;DIETETICA
002647;4;DIETETICA
002677;10;HOMEOPATIA
002678;10;HOMEOPATIA
002679;10;HOMEOPATIA
002680;10;HOMEOPATIA
002682;10;HOMEOPATIA
002683;10;HOMEOPATIA
002687;10;HOMEOPATIA
002689;10;HOMEOPATIA
002690;10;HOMEOPATIA
002691;10;HOMEOPATIA
002692;10;HOMEOPATIA
002837;4;DIETETICA
002875;31;MUNDO INFANTIL
002876;31;MUNDO INFANTIL
002877;31;MUNDO INFANTIL
002878;31;MUNDO INFANTIL
002879;31;MUNDO INFANTIL
002880;31;MUNDO INFANTIL
002881;31;MUNDO INFANTIL
002882;12;OPTICA
002883;12;OPTICA
002884;12;OPTICA
002885;12;OPTICA
002886;12;OPTICA
002887;12;OPTICA
002888;12;OPTICA
002889;12;OPTICA
002894;4;DIETETICA
002897;4;DIETETICA
002986;4;DIETETICA
003220;31;MUNDO INFANTIL
003381;4;DIETETICA
003394;4;DIETETICA
003547;4;DIETETICA
003559;26;DERMO CORPORAL
003636;13;ORTOPEDIA / BOTIQUIN
003687;4;DIETETICA
003697;4;DIETETICA
003698;4;DIETETICA
003896;10;HOMEOPATIA
003975;4;DIETETICA
003977;4;DIETETICA
003978;26;DERMO CORPORAL
003979;4;DIETETICA
003986;5;PARAFARMACIA OTROS
003987;4;DIETETICA
004141;13;ORTOPEDIA / BOTIQUIN
004142;13;ORTOPEDIA / BOTIQUIN
004158;3;DERMO FACIAL
004174;13;ORTOPEDIA / BOTIQUIN
004179;13;ORTOPEDIA / BOTIQUIN
004188;13;ORTOPEDIA / BOTIQUIN
004247;13;ORTOPEDIA / BOTIQUIN
004447;4;DIETETICA
004448;4;DIETETICA
004489;4;DIETETICA
004517;4;DIETETICA
004529;4;DIETETICA
004785;4;DIETETICA
004859;31;MUNDO INFANTIL
004925;4;DIETETICA
005269;16;NUEVO PARAFARMACIA
005444;29;SOLARES
005452;29;SOLARES
005637;4;DIETETICA
005679;4;DIETETICA
005684;26;DERMO CORPORAL
005689;26;DERMO CORPORAL
005696;4;DIETETICA
005697;4;DIETETICA
005745;4;DIETETICA
005748;31;MUNDO INFANTIL
005827;4;DIETETICA
005864;4;DIETETICA
005865;4;DIETETICA
005867;4;DIETETICA
005897;4;DIETETICA
005982;13;ORTOPEDIA / BOTIQUIN
005983;4;DIETETICA
005985;3;DERMO FACIAL
006052;16;NUEVO PARAFARMACIA
006053;16;NUEVO PARAFARMACIA
006054;16;NUEVO PARAFARMACIA
006055;16;NUEVO PARAFARMACIA
006322;4;DIETETICA
006558;16;NUEVO PARAFARMACIA
006611;29;SOLARES
006641;13;ORTOPEDIA / BOTIQUIN
006674;31;MUNDO INFANTIL
006987;4;DIETETICA
006997;4;DIETETICA
007859;26;DERMO CORPORAL
007953;4;DIETETICA
007954;4;DIETETICA
008540;9;VETERINARIA
008747;4;DIETETICA
008805;10;HOMEOPATIA
009191;3;DERMO FACIAL
009241;3;DERMO FACIAL
009258;3;DERMO FACIAL
009311;4;DIETETICA
009472;4;DIETETICA
009480;10;HOMEOPATIA
009638;26;DERMO CORPORAL
009666;4;DIETETICA
009674;4;DIETETICA
009678;4;DIETETICA
009696;26;DERMO CORPORAL
009834;25;HIGIENE DEL CABELLO
009898;4;DIETETICA
009901;12;OPTICA
009902;12;OPTICA
009903;12;OPTICA
009910;12;OPTICA
009912;12;OPTICA
009920;12;OPTICA
009921;12;OPTICA
009928;12;OPTICA
009970;12;OPTICA
010106;16;NUEVO PARAFARMACIA
010203;6;VARIOS FARMA
010407;13;ORTOPEDIA / BOTIQUIN
010457;4;DIETETICA
010493;5;PARAFARMACIA OTROS
010657;13;ORTOPEDIA / BOTIQUIN
010684;9;VETERINARIA
010727;10;HOMEOPATIA
010729;10;HOMEOPATIA
010738;10;HOMEOPATIA
010799;6;VARIOS FARMA
010860;3;DERMO FACIAL
010980;13;ORTOPEDIA / BOTIQUIN
011044;4;DIETETICA
011102;10;HOMEOPATIA
011106;13;ORTOPEDIA / BOTIQUIN
011121;13;ORTOPEDIA / BOTIQUIN
011136;4;DIETETICA
011137;4;DIETETICA
011143;4;DIETETICA
011147;4;DIETETICA
011153;4;DIETETICA
011154;4;DIETETICA
011164;4;DIETETICA
011167;4;DIETETICA
011169;4;DIETETICA
011178;4;DIETETICA
011180;4;DIETETICA
011181;4;DIETETICA
011184;13;ORTOPEDIA / BOTIQUIN
011190;13;ORTOPEDIA / BOTIQUIN
011195;4;DIETETICA
011196;4;DIETETICA
011199;4;DIETETICA
011210;4;DIETETICA
011305;16;NUEVO PARAFARMACIA
011308;16;NUEVO PARAFARMACIA
011359;9;VETERINARIA
011390;1;NUEVO ESPECIALIDADES
011434;11;LABORATORIO
011435;13;ORTOPEDIA / BOTIQUIN
011437;4;DIETETICA
011447;4;DIETETICA
011450;4;DIETETICA
011452;4;DIETETICA
011454;4;DIETETICA
011456;4;DIETETICA
011457;4;DIETETICA
011462;4;DIETETICA
011463;4;DIETETICA
011464;4;DIETETICA
011466;4;DIETETICA
011467;4;DIETETICA
011474;4;DIETETICA
011477;4;DIETETICA
011498;4;DIETETICA
011536;13;ORTOPEDIA / BOTIQUIN
011584;10;HOMEOPATIA
011641;13;ORTOPEDIA / BOTIQUIN
011649;9;VETERINARIA
011660;9;VETERINARIA
011663;4;DIETETICA
011676;9;VETERINARIA
011677;9;VETERINARIA
011684;10;HOMEOPATIA
011686;4;DIETETICA
011687;4;DIETETICA
011688;9;VETERINARIA
011696;9;VETERINARIA
011699;9;VETERINARIA
011700;4;DIETETICA
011703;9;VETERINARIA
011724;13;ORTOPEDIA / BOTIQUIN
011748;4;DIETETICA
011761;10;HOMEOPATIA
011768;10;HOMEOPATIA
011770;4;DIETETICA
011776;10;HOMEOPATIA
011782;9;VETERINARIA
011791;13;ORTOPEDIA / BOTIQUIN
011801;28;SALUD SEXUAL
011820;10;HOMEOPATIA
011824;9;VETERINARIA
011826;10;HOMEOPATIA
011830;13;ORTOPEDIA / BOTIQUIN
011831;3;DERMO FACIAL
011850;10;HOMEOPATIA
011854;4;DIETETICA
011860;13;ORTOPEDIA / BOTIQUIN
011862;13;ORTOPEDIA / BOTIQUIN
011863;10;HOMEOPATIA
011869;11;LABORATORIO
011878;10;HOMEOPATIA
011881;13;ORTOPEDIA / BOTIQUIN
011891;10;HOMEOPATIA
011895;10;HOMEOPATIA
011897;4;DIETETICA
011900;13;ORTOPEDIA / BOTIQUIN
011903;10;HOMEOPATIA
011910;10;HOMEOPATIA
011913;10;HOMEOPATIA
011923;9;VETERINARIA
011927;10;HOMEOPATIA
011928;13;ORTOPEDIA / BOTIQUIN
011933;10;HOMEOPATIA
011936;9;VETERINARIA
011937;9;VETERINARIA
011939;9;VETERINARIA
011976;13;ORTOPEDIA / BOTIQUIN
011994;13;ORTOPEDIA / BOTIQUIN
012021;26;DERMO CORPORAL
012030;3;DERMO FACIAL
012062;10;HOMEOPATIA
012072;13;ORTOPEDIA / BOTIQUIN
012074;13;ORTOPEDIA / BOTIQUIN
012135;26;DERMO CORPORAL
012159;13;ORTOPEDIA / BOTIQUIN
012187;1;NUEVO ESPECIALIDADES
012195;13;ORTOPEDIA / BOTIQUIN
012252;10;HOMEOPATIA
012266;13;ORTOPEDIA / BOTIQUIN
012338;13;ORTOPEDIA / BOTIQUIN
012420;3;DERMO FACIAL
012427;10;HOMEOPATIA
012436;9;VETERINARIA
012452;9;VETERINARIA
012503;9;VETERINARIA
012517;4;DIETETICA
012519;9;VETERINARIA
012520;4;DIETETICA
012521;9;VETERINARIA
012550;1;NUEVO ESPECIALIDADES
012551;9;VETERINARIA
012567;9;VETERINARIA
012575;13;ORTOPEDIA / BOTIQUIN
012578;4;DIETETICA
012590;4;DIETETICA
012600;9;VETERINARIA
012619;1;NUEVO ESPECIALIDADES
012650;9;VETERINARIA
012668;9;VETERINARIA
012706;13;ORTOPEDIA / BOTIQUIN
012738;4;DIETETICA
012739;4;DIETETICA
012753;9;VETERINARIA
012756;4;DIETETICA
012761;13;ORTOPEDIA / BOTIQUIN
012769;9;VETERINARIA
012772;4;DIETETICA
012785;4;DIETETICA
012788;17;DIETETICA INFANTIL
012803;4;DIETETICA
012835;4;DIETETICA
012853;4;DIETETICA
012857;4;DIETETICA
012890;4;DIETETICA
012896;4;DIETETICA
012941;5;PARAFARMACIA OTROS
012948;9;VETERINARIA
012967;4;DIETETICA
012985;3;DERMO FACIAL
012995;4;DIETETICA
013001;13;ORTOPEDIA / BOTIQUIN
013002;13;ORTOPEDIA / BOTIQUIN
013003;13;ORTOPEDIA / BOTIQUIN
013016;13;ORTOPEDIA / BOTIQUIN
013065;16;NUEVO PARAFARMACIA
013072;4;DIETETICA
013084;13;ORTOPEDIA / BOTIQUIN
013121;9;VETERINARIA
013137;13;ORTOPEDIA / BOTIQUIN
013221;4;DIETETICA
013250;4;DIETETICA
013256;10;HOMEOPATIA
013269;4;DIETETICA
013290;9;VETERINARIA
013291;13;ORTOPEDIA / BOTIQUIN
013308;9;VETERINARIA
013323;10;HOMEOPATIA
013332;5;PARAFARMACIA OTROS
013341;9;VETERINARIA
013358;9;VETERINARIA
013374;9;VETERINARIA
013456;9;VETERINARIA
013488;9;VETERINARIA
013528;9;VETERINARIA
013532;5;PARAFARMACIA OTROS
013574;13;ORTOPEDIA / BOTIQUIN
013586;9;VETERINARIA
013697;32;EFECT. ACCES. CUPO
013701;9;VETERINARIA
013733;9;VETERINARIA
013762;10;HOMEOPATIA
013763;4;DIETETICA
013778;9;VETERINARIA
013812;13;ORTOPEDIA / BOTIQUIN
013894;4;DIETETICA
014133;13;ORTOPEDIA / BOTIQUIN
014144;16;NUEVO PARAFARMACIA
014156;4;DIETETICA
014567;16;NUEVO PARAFARMACIA
014571;4;DIETETICA
014572;4;DIETETICA
014578;4;DIETETICA
014598;4;DIETETICA
014698;4;DIETETICA
014727;4;DIETETICA
014759;4;DIETETICA
014791;4;DIETETICA
014896;4;DIETETICA
015198;4;DIETETICA
015447;15;HIGIENE BUCAL
015478;4;DIETETICA
015479;5;PARAFARMACIA OTROS
015480;5;PARAFARMACIA OTROS
015481;5;PARAFARMACIA OTROS
015482;5;PARAFARMACIA OTROS
015483;5;PARAFARMACIA OTROS
015496;5;PARAFARMACIA OTROS
015639;4;DIETETICA
015741;4;DIETETICA
015917;3;DERMO FACIAL
015963;10;HOMEOPATIA
015968;4;DIETETICA
016014;13;ORTOPEDIA / BOTIQUIN
016600;11;LABORATORIO
016865;10;HOMEOPATIA
016895;10;HOMEOPATIA
016929;4;DIETETICA
016963;4;DIETETICA
017458;13;ORTOPEDIA / BOTIQUIN
017469;4;DIETETICA
017496;4;DIETETICA
017598;3;DERMO FACIAL
017785;4;DIETETICA
017786;4;DIETETICA
017856;4;DIETETICA
017963;4;DIETETICA
017998;13;ORTOPEDIA / BOTIQUIN
018115;4;DIETETICA
018119;4;DIETETICA
